id,species_id,height,weight,base_experience,order,is_default,name,sprites
568,568,6,310,66,662,1,trubbish,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/trubbish.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/trubbish.gif""}"
569,569,19,1073,166,663,1,garbodor,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/garbodor.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/garbodor.gif""}"
570,570,7,125,66,664,1,zorua,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/zorua.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/zorua.gif""}"
571,571,16,811,179,665,1,zoroark,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/zoroark.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/zoroark.gif""}"
572,572,4,58,60,666,1,minccino,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/minccino.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/minccino.gif""}"
573,573,5,75,165,667,1,cinccino,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cinccino.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cinccino.gif""}"
574,574,4,58,58,668,1,gothita,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gothita.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gothita.gif""}"
575,575,7,180,137,669,1,gothorita,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gothorita.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gothorita.gif""}"
576,576,15,440,221,670,1,gothitelle,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gothitelle.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gothitelle.gif""}"
577,577,3,10,58,671,1,solosis,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/solosis.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/solosis.gif""}"
578,578,6,80,130,672,1,duosion,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/duosion.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/duosion.gif""}"
579,579,10,201,221,673,1,reuniclus,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/reuniclus.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/reuniclus.gif""}"
580,580,5,55,61,674,1,ducklett,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/ducklett.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/ducklett.gif""}"
581,581,13,242,166,675,1,swanna,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/swanna.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/swanna.gif""}"
582,582,4,57,61,676,1,vanillite,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/vanillite.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/vanillite.gif""}"
583,583,11,410,138,677,1,vanillish,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/vanillish.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/vanillish.gif""}"
584,584,13,575,241,678,1,vanilluxe,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/vanilluxe.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/vanilluxe.gif""}"
585,585,6,195,67,679,1,deerling,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/deerling.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/deerling.gif""}"
586,586,19,925,166,680,1,sawsbuck,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/sawsbuck.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/sawsbuck.gif""}"
587,587,4,50,150,681,1,emolga,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/emolga.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/emolga.gif""}"
588,588,5,59,63,682,1,karrablast,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/karrablast.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/karrablast.gif""}"
589,589,10,330,173,683,1,escavalier,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/escavalier.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/escavalier.gif""}"
590,590,2,10,59,684,1,foongus,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/foongus.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/foongus.gif""}"
591,591,6,105,162,685,1,amoonguss,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/amoonguss.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/amoonguss.gif""}"
592,592,12,330,67,686,1,frillish,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/frillish.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/frillish.gif""}"
593,593,22,1350,168,687,1,jellicent,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/jellicent.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/jellicent.gif""}"
594,594,12,316,165,688,1,alomomola,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/alomomola.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/alomomola.gif""}"
595,595,1,6,64,689,1,joltik,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/joltik.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/joltik.gif""}"
596,596,8,143,165,690,1,galvantula,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/galvantula.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/galvantula.gif""}"
597,597,6,188,61,691,1,ferroseed,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/ferroseed.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/ferroseed.gif""}"
598,598,10,1100,171,692,1,ferrothorn,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/ferrothorn.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/ferrothorn.gif""}"
599,599,3,210,60,693,1,klink,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/klink.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/klink.gif""}"
600,600,6,510,154,694,1,klang,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/klang.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/klang.gif""}"
601,601,6,810,234,695,1,klinklang,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/klinklang.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/klinklang.gif""}"
602,602,2,3,55,696,1,tynamo,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/tynamo.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/tynamo.gif""}"
603,603,12,220,142,697,1,eelektrik,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/eelektrik.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/eelektrik.gif""}"
604,604,21,805,232,698,1,eelektross,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/eelektross.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/eelektross.gif""}"
605,605,5,90,67,699,1,elgyem,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/elgyem.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/elgyem.gif""}"
606,606,10,345,170,700,1,beheeyem,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/beheeyem.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/beheeyem.gif""}"
607,607,3,31,55,701,1,litwick,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/litwick.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/litwick.gif""}"
608,608,6,130,130,702,1,lampent,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/lampent.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/lampent.gif""}"
609,609,10,343,234,703,1,chandelure,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/chandelure.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/chandelure.gif""}"
610,610,6,180,64,704,1,axew,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/axew.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/axew.gif""}"
611,611,10,360,144,705,1,fraxure,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/fraxure.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/fraxure.gif""}"
612,612,18,1055,243,706,1,haxorus,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/haxorus.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/haxorus.gif""}"
613,613,5,85,61,707,1,cubchoo,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cubchoo.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cubchoo.gif""}"
614,614,26,2600,177,708,1,beartic,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/beartic.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/beartic.gif""}"
615,615,11,1480,180,709,1,cryogonal,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cryogonal.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cryogonal.gif""}"
616,616,4,77,61,710,1,shelmet,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/shelmet.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/shelmet.gif""}"
617,617,8,253,173,711,1,accelgor,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/accelgor.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/accelgor.gif""}"
618,618,7,110,165,712,1,stunfisk,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/stunfisk.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/stunfisk.gif""}"
619,619,9,200,70,713,1,mienfoo,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/mienfoo.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/mienfoo.gif""}"
620,620,14,355,179,714,1,mienshao,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/mienshao.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/mienshao.gif""}"
621,621,16,1390,170,715,1,druddigon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/druddigon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/druddigon.gif""}"
622,622,10,920,61,716,1,golett,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/golett.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/golett.gif""}"
623,623,28,3300,169,717,1,golurk,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/golurk.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/golurk.gif""}"
624,624,5,102,68,718,1,pawniard,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/pawniard.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/pawniard.gif""}"
625,625,16,700,172,719,1,bisharp,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/bisharp.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/bisharp.gif""}"
626,626,16,946,172,720,1,bouffalant,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/bouffalant.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/bouffalant.gif""}"
627,627,5,105,70,721,1,rufflet,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/rufflet.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/rufflet.gif""}"
628,628,15,410,179,722,1,braviary,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/braviary.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/braviary.gif""}"
629,629,5,90,74,723,1,vullaby,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/vullaby.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/vullaby.gif""}"
630,630,12,395,179,724,1,mandibuzz,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/mandibuzz.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/mandibuzz.gif""}"
631,631,14,580,169,725,1,heatmor,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/heatmor.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/heatmor.gif""}"
632,632,3,330,169,726,1,durant,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/durant.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/durant.gif""}"
633,633,8,173,60,727,1,deino,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/deino.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/deino.gif""}"
634,634,14,500,147,728,1,zweilous,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/zweilous.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/zweilous.gif""}"
635,635,18,1600,270,729,1,hydreigon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/hydreigon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/hydreigon.gif""}"
636,636,11,288,72,730,1,larvesta,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/larvesta.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/larvesta.gif""}"
637,637,16,460,248,731,1,volcarona,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/volcarona.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/volcarona.gif""}"
638,638,21,2500,261,732,1,cobalion,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cobalion.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cobalion.gif""}"
639,639,19,2600,261,733,1,terrakion,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/terrakion.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/terrakion.gif""}"
640,640,20,2000,261,734,1,virizion,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/virizion.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/virizion.gif""}"
,,,,,,,,
,,,,,,,,
643,643,32,3300,306,739,1,reshiram,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/reshiram.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/reshiram.gif""}"
644,644,29,3450,306,740,1,zekrom,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/zekrom.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/zekrom.gif""}"
,,,,,,,,
646,646,30,3250,297,743,1,kyurem,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/kyurem.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/kyurem.gif""}"
,,,,,,,,
,,,,,,,,
649,649,15,825,270,750,1,genesect,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/genesect.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/genesect.gif""}"
650,650,4,90,63,751,1,chespin,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/chespin.png""}"
651,651,7,290,142,752,1,quilladin,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/quilladin.png""}"
652,652,16,900,239,753,1,chesnaught,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/chesnaught.png""}"
653,653,4,94,61,754,1,fennekin,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/fennekin.png""}"
654,654,10,145,143,755,1,braixen,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/braixen.png""}"
655,655,15,390,240,756,1,delphox,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/delphox.png""}"
656,656,3,70,63,757,1,froakie,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/froakie.png""}"
657,657,6,109,142,758,1,frogadier,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/frogadier.png""}"
658,658,15,400,239,759,1,greninja,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/greninja.png""}"
659,659,4,50,47,762,1,bunnelby,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/bunnelby.png""}"
660,660,10,424,148,763,1,diggersby,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/diggersby.png""}"
661,661,3,17,56,764,1,fletchling,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/fletchling.png""}"
662,662,7,160,134,765,1,fletchinder,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/fletchinder.png""}"
663,663,12,245,175,766,1,talonflame,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/talonflame.png""}"
664,664,3,25,40,767,1,scatterbug,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/scatterbug.png""}"
665,665,3,84,75,768,1,spewpa,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/spewpa.png""}"
666,666,12,170,185,769,1,vivillon,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/vivillon.png""}"
667,667,6,135,74,770,1,litleo,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/litleo.png""}"
668,668,15,815,177,771,1,pyroar,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/pyroar.png""}"
669,669,1,1,61,772,1,flabebe,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/flabebe.png""}"
670,670,2,9,130,773,1,floette,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/floette.png""}"
671,671,11,100,248,775,1,florges,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/florges.png""}"
672,672,9,310,70,776,1,skiddo,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/skiddo.png""}"
673,673,17,910,186,777,1,gogoat,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/gogoat.png""}"
674,674,6,80,70,778,1,pancham,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/pancham.png""}"
675,675,21,1360,173,779,1,pangoro,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/pangoro.png""}"
676,676,12,280,165,780,1,furfrou,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/furfrou.png""}"
677,677,3,35,71,781,1,espurr,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/espurr.png""}"
,,,,,,,,
679,679,8,20,65,784,1,honedge,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/honedge.png""}"
680,680,8,45,157,785,1,doublade,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/doublade.png""}"
,,,,,,,,
682,682,2,5,68,788,1,spritzee,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/spritzee.png""}"
683,683,8,155,162,789,1,aromatisse,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/aromatisse.png""}"
684,684,4,35,68,790,1,swirlix,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/swirlix.png""}"
685,685,8,50,168,791,1,slurpuff,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/slurpuff.png""}"
686,686,4,35,58,792,1,inkay,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/inkay.png""}"
687,687,15,470,169,793,1,malamar,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/malamar.png""}"
688,688,5,310,61,794,1,binacle,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/binacle.png""}"
689,689,13,960,175,795,1,barbaracle,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/barbaracle.png""}"
690,690,5,73,64,796,1,skrelp,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/skrelp.png""}"
691,691,18,815,173,797,1,dragalge,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/dragalge.png""}"
692,692,5,83,66,798,1,clauncher,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/clauncher.png""}"
693,693,13,353,100,799,1,clawitzer,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/clawitzer.png""}"
694,694,5,60,58,800,1,helioptile,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/helioptile.png""}"
695,695,10,210,168,801,1,heliolisk,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/heliolisk.png""}"
696,696,8,260,72,802,1,tyrunt,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/tyrunt.png""}"
697,697,25,2700,182,803,1,tyrantrum,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/tyrantrum.png""}"
698,698,13,252,72,804,1,amaura,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/amaura.png""}"
699,699,27,2250,104,805,1,aurorus,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/aurorus.png""}"
700,700,10,235,184,206,1,sylveon,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/sylveon.png""}"
701,701,8,215,175,806,1,hawlucha,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/hawlucha.png""}"
702,702,2,22,151,807,1,dedenne,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/dedenne.png""}"
703,703,3,57,100,808,1,carbink,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/carbink.png""}"
704,704,3,28,60,809,1,goomy,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/goomy.png""}"
705,705,8,175,158,810,1,sliggoo,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/sliggoo.png""}"
706,706,20,1505,270,811,1,goodra,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/goodra.png""}"
707,707,2,30,165,812,1,klefki,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/klefki.png""}"
708,708,4,70,62,813,1,phantump,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/phantump.png""}"
709,709,15,710,166,814,1,trevenant,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/trevenant.png""}"
,,,,,,,,
,,,,,,,,
712,712,10,995,61,823,1,bergmite,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/bergmite.png""}"
713,713,20,5050,180,824,1,avalugg,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/avalugg.png""}"
714,714,5,80,49,825,1,noibat,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/noibat.png""}"
715,715,15,850,187,826,1,noivern,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/noivern.png""}"
716,716,30,2150,306,827,1,xerneas,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/xerneas.png""}"
717,717,58,2030,306,828,1,yveltal,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/yveltal.png""}"
718,718,50,3050,270,829,1,zygarde,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/zygarde.png""}"
719,719,7,88,270,833,1,diancie,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/diancie.png""}"
720,720,5,90,270,835,1,hoopa,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/hoopa.png""}"
721,721,17,1950,270,837,1,volcanion,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/volcanion.png""}"
722,722,3,15,64,838,1,rowlet,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/rowlet.png""}"
723,723,7,160,147,839,1,dartrix,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/dartrix.png""}"
724,724,16,366,239,840,1,decidueye,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/decidueye.png""}"
725,725,4,43,64,841,1,litten,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/litten.png""}"
726,726,7,250,147,842,1,torracat,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/torracat.png""}"
727,727,18,830,239,843,1,incineroar,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/incineroar.png""}"
728,728,4,75,64,844,1,popplio,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/popplio.png""}"
729,729,6,175,147,845,1,brionne,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/brionne.png""}"
730,730,18,440,239,846,1,primarina,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/primarina.png""}"
731,731,3,12,53,847,1,pikipek,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/pikipek.png""}"
732,732,6,148,124,848,1,trumbeak,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/trumbeak.png""}"
733,733,11,260,218,849,1,toucannon,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/toucannon.png""}"
734,734,4,60,51,850,1,yungoos,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/yungoos.png""}"
735,735,7,142,146,851,1,gumshoos,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/gumshoos.png""}"
736,736,4,44,60,853,1,grubbin,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/grubbin.png""}"
737,737,5,105,140,854,1,charjabug,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/charjabug.png""}"
738,738,15,450,225,855,1,vikavolt,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/vikavolt.png""}"
739,739,6,70,68,857,1,crabrawler,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/crabrawler.png""}"
740,740,17,1800,167,858,1,crabominable,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/crabominable.png""}"
,,,,,,,,
742,742,1,2,61,863,1,cutiefly,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/cutiefly.png""}"
743,743,2,5,162,864,1,ribombee,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/ribombee.png""}"
744,744,5,92,56,866,1,rockruff,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/rockruff.png""}"
,,,,,,,,
,,,,,,,,
747,747,4,80,61,873,1,mareanie,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/mareanie.png""}"
748,748,7,145,173,874,1,toxapex,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/toxapex.png""}"
749,749,10,1100,77,875,1,mudbray,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/mudbray.png""}"
750,750,25,9200,175,876,1,mudsdale,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/mudsdale.png""}"
751,751,3,40,54,877,1,dewpider,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/dewpider.png""}"
752,752,18,820,159,878,1,araquanid,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/araquanid.png""}"
753,753,3,15,50,880,1,fomantis,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/fomantis.png""}"
754,754,9,185,168,881,1,lurantis,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/lurantis.png""}"
755,755,2,15,57,883,1,morelull,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/morelull.png""}"
756,756,10,115,142,884,1,shiinotic,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/shiinotic.png""}"
757,757,6,48,64,885,1,salandit,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/salandit.png""}"
